age,gender,height,weight,activity_level,food_pref,bmi,category
30,Female,160,72,2,Vegan,28.12,Overweight
48,Male,196,117,2,Veg,30.46,Obese
30,Male,199,113,2,Non-Veg,28.53,Overweight
48,Male,160,64,4,Veg,25.0,Normal
19,Male,150,48,4,Non-Veg,21.33,Normal
42,Male,158,118,2,Vegan,47.27,Obese
27,Female,171,114,2,Non-Veg,38.99,Obese
47,Female,181,60,4,Veg,18.31,Underweight
25,Female,199,57,3,Veg,14.39,Underweight
61,Female,159,90,1,Non-Veg,35.6,Obese
36,Male,187,55,1,Vegan,15.73,Underweight
37,Female,170,101,2,Non-Veg,34.95,Obese
51,Female,179,117,2,Vegan,36.52,Obese
48,Female,153,105,1,Non-Veg,44.85,Obese
31,Female,175,61,3,Veg,19.92,Normal
68,Male,155,107,1,Vegan,44.54,Obese
33,Female,174,119,4,Vegan,39.31,Obese
43,Female,171,63,3,Non-Veg,21.55,Normal
59,Male,185,67,3,Veg,19.58,Normal
42,Female,151,60,1,Veg,26.31,Overweight
52,Male,162,75,1,Non-Veg,28.58,Overweight
51,Female,190,110,2,Non-Veg,30.47,Obese
57,Female,177,81,1,Veg,25.85,Overweight
58,Female,153,54,3,Vegan,23.07,Normal
31,Female,161,89,1,Vegan,34.34,Obese
19,Male,190,111,1,Non-Veg,30.75,Obese
37,Male,163,78,1,Non-Veg,29.36,Overweight
48,Female,189,86,2,Non-Veg,24.08,Normal
47,Male,168,116,4,Vegan,41.1,Obese
20,Male,193,61,2,Vegan,16.38,Underweight
26,Female,179,65,4,Veg,20.29,Normal
49,Male,169,79,1,Vegan,27.66,Overweight
63,Male,157,48,3,Non-Veg,19.47,Normal
64,Female,193,92,4,Vegan,24.7,Normal
38,Female,169,112,3,Veg,39.21,Obese
26,Female,161,117,1,Non-Veg,45.14,Obese
55,Female,162,83,4,Non-Veg,31.63,Obese
36,Female,168,102,4,Veg,36.14,Obese
19,Female,171,102,1,Veg,34.88,Obese
31,Male,197,59,4,Veg,15.2,Underweight
34,Female,179,106,1,Non-Veg,33.08,Obese
64,Female,165,110,1,Vegan,40.4,Obese
25,Female,152,56,4,Non-Veg,24.24,Normal
33,Male,198,107,2,Vegan,27.29,Overweight
66,Male,182,74,3,Vegan,22.34,Normal
35,Male,177,67,2,Non-Veg,21.39,Normal
50,Male,164,115,3,Non-Veg,42.76,Obese
63,Female,187,90,4,Veg,25.74,Overweight
61,Male,178,106,1,Non-Veg,33.46,Obese
41,Male,168,110,2,Veg,38.97,Obese
25,Male,195,117,2,Veg,30.77,Obese
40,Male,174,52,4,Non-Veg,17.18,Underweight
65,Male,164,109,2,Vegan,40.53,Obese
55,Female,163,80,2,Vegan,30.11,Obese
58,Female,152,54,1,Vegan,23.37,Normal
64,Male,176,101,3,Vegan,32.61,Obese
66,Male,156,101,4,Veg,41.5,Obese
32,Male,196,74,4,Veg,19.26,Normal
20,Male,190,83,2,Non-Veg,22.99,Normal
40,Male,170,60,1,Veg,20.76,Normal
45,Male,166,82,4,Veg,29.76,Overweight
35,Male,158,57,4,Vegan,22.83,Normal
62,Male,192,88,2,Veg,23.87,Normal
41,Female,190,54,4,Non-Veg,14.96,Underweight
58,Male,193,119,4,Non-Veg,31.95,Obese
35,Female,193,107,4,Veg,28.73,Overweight
29,Male,174,55,4,Veg,18.17,Underweight
67,Female,174,93,2,Veg,30.72,Obese
34,Male,157,113,1,Veg,45.84,Obese
52,Male,172,53,2,Non-Veg,17.92,Underweight
67,Female,182,46,2,Non-Veg,13.89,Underweight
18,Female,174,60,3,Non-Veg,19.82,Normal
64,Female,165,58,1,Vegan,21.3,Normal
32,Male,157,78,2,Vegan,31.64,Obese
27,Male,172,116,4,Vegan,39.21,Obese
21,Female,191,109,4,Vegan,29.88,Overweight
49,Male,198,108,4,Vegan,27.55,Overweight
30,Female,151,63,4,Veg,27.63,Overweight
41,Male,171,59,2,Veg,20.18,Normal
44,Female,158,96,4,Veg,38.46,Obese
34,Male,193,54,3,Veg,14.5,Underweight
46,Female,196,82,3,Veg,21.35,Normal
23,Female,161,97,2,Vegan,37.42,Obese
27,Female,169,75,3,Non-Veg,26.26,Overweight
58,Female,159,83,4,Non-Veg,32.83,Obese
54,Male,152,87,3,Veg,37.66,Obese
69,Male,161,112,3,Veg,43.21,Obese
56,Female,177,67,3,Veg,21.39,Normal
57,Female,171,68,3,Non-Veg,23.26,Normal
43,Female,182,60,2,Veg,18.11,Underweight
67,Male,167,115,2,Non-Veg,41.23,Obese
25,Female,179,67,4,Non-Veg,20.91,Normal
59,Male,194,53,3,Vegan,14.08,Underweight
26,Male,152,79,1,Veg,34.19,Obese
48,Female,183,79,3,Non-Veg,23.59,Normal
62,Male,182,76,4,Vegan,22.94,Normal
50,Female,180,108,3,Non-Veg,33.33,Obese
36,Male,164,50,4,Veg,18.59,Normal
54,Female,183,82,2,Non-Veg,24.49,Normal
45,Male,158,97,4,Vegan,38.86,Obese
23,Female,177,102,4,Veg,32.56,Obese
30,Male,161,95,3,Veg,36.65,Obese
44,Female,168,68,2,Veg,24.09,Normal
45,Female,167,73,1,Veg,26.18,Overweight
46,Female,159,69,3,Vegan,27.29,Overweight
64,Female,174,93,2,Non-Veg,30.72,Obese
25,Male,176,62,2,Veg,20.02,Normal
65,Male,152,112,1,Veg,48.48,Obese
68,Male,157,82,2,Vegan,33.27,Obese
64,Female,188,54,2,Non-Veg,15.28,Underweight
66,Male,168,74,1,Vegan,26.22,Overweight
48,Male,168,75,4,Non-Veg,26.57,Overweight
56,Female,183,67,4,Veg,20.01,Normal
57,Female,187,85,4,Vegan,24.31,Normal
28,Male,166,115,3,Vegan,41.73,Obese
32,Female,162,55,4,Veg,20.96,Normal
43,Female,177,68,1,Veg,21.71,Normal
59,Female,198,90,4,Non-Veg,22.96,Normal
60,Female,182,54,1,Vegan,16.3,Underweight
48,Female,152,99,2,Non-Veg,42.85,Obese
42,Male,151,68,2,Vegan,29.82,Overweight
53,Female,173,71,1,Non-Veg,23.72,Normal
47,Male,188,107,3,Non-Veg,30.27,Obese
18,Female,153,73,1,Veg,31.18,Obese
60,Female,195,55,2,Vegan,14.46,Underweight
34,Female,196,65,1,Veg,16.92,Underweight
28,Male,155,45,2,Non-Veg,18.73,Normal
30,Female,180,81,3,Vegan,25.0,Overweight
67,Female,163,91,2,Veg,34.25,Obese
53,Female,183,108,3,Non-Veg,32.25,Obese
65,Female,199,74,1,Veg,18.69,Normal
18,Male,196,77,2,Veg,20.04,Normal
43,Male,177,77,1,Vegan,24.58,Normal
58,Female,198,92,4,Veg,23.47,Normal
64,Female,150,56,1,Non-Veg,24.89,Normal
42,Male,174,45,4,Non-Veg,14.86,Underweight
59,Male,198,63,4,Vegan,16.07,Underweight
46,Female,151,117,4,Veg,51.31,Obese
63,Female,166,93,4,Non-Veg,33.75,Obese
20,Male,199,112,1,Non-Veg,28.28,Overweight
54,Female,191,59,1,Vegan,16.17,Underweight
37,Female,173,108,2,Non-Veg,36.09,Obese
51,Male,173,117,2,Veg,39.09,Obese
42,Female,164,95,3,Non-Veg,35.32,Obese
27,Male,180,56,2,Vegan,17.28,Underweight
49,Female,190,97,1,Non-Veg,26.87,Overweight
38,Female,165,51,4,Vegan,18.73,Normal
69,Male,174,75,3,Non-Veg,24.77,Normal
34,Male,160,74,3,Veg,28.91,Overweight
55,Female,192,71,1,Non-Veg,19.26,Normal
66,Male,153,70,1,Vegan,29.9,Overweight
34,Male,175,66,3,Non-Veg,21.55,Normal
45,Male,193,87,1,Non-Veg,23.36,Normal
34,Female,187,105,1,Veg,30.03,Obese
28,Male,165,60,3,Non-Veg,22.04,Normal
59,Female,157,87,2,Non-Veg,35.3,Obese
30,Male,166,111,2,Veg,40.28,Obese
36,Male,158,98,4,Non-Veg,39.26,Obese
35,Male,172,46,2,Non-Veg,15.55,Underweight
28,Male,182,55,1,Non-Veg,16.6,Underweight
24,Female,180,92,2,Non-Veg,28.4,Overweight
64,Female,177,97,3,Vegan,30.96,Obese
34,Male,175,50,3,Veg,16.33,Underweight
26,Female,166,56,3,Non-Veg,20.32,Normal
22,Male,185,103,4,Vegan,30.09,Obese
41,Male,166,83,2,Vegan,30.12,Obese
62,Female,150,65,3,Veg,28.89,Overweight
69,Female,192,96,3,Veg,26.04,Overweight
66,Female,181,54,4,Vegan,16.48,Underweight
22,Female,177,97,4,Vegan,30.96,Obese
21,Male,166,111,2,Vegan,40.28,Obese
59,Female,172,62,1,Vegan,20.96,Normal
48,Male,193,45,3,Vegan,12.08,Underweight
54,Male,178,77,4,Veg,24.3,Normal
46,Female,175,48,1,Non-Veg,15.67,Underweight
67,Male,182,66,4,Vegan,19.93,Normal
40,Male,190,67,4,Veg,18.56,Normal
54,Male,180,70,1,Non-Veg,21.6,Normal
52,Female,173,55,1,Veg,18.38,Underweight
64,Male,152,109,4,Veg,47.18,Obese
36,Female,198,66,2,Veg,16.84,Underweight
31,Female,165,56,3,Vegan,20.57,Normal
55,Male,182,77,1,Veg,23.25,Normal
23,Male,165,75,1,Non-Veg,27.55,Overweight
50,Male,159,118,1,Vegan,46.68,Obese
30,Male,199,96,2,Veg,24.24,Normal
45,Male,172,57,1,Non-Veg,19.27,Normal
50,Female,154,111,1,Vegan,46.8,Obese
41,Male,171,105,3,Non-Veg,35.91,Obese
35,Female,156,113,1,Veg,46.43,Obese
25,Male,153,78,1,Veg,33.32,Obese
22,Female,183,70,1,Vegan,20.9,Normal
43,Male,182,116,4,Veg,35.02,Obese
62,Male,175,106,3,Non-Veg,34.61,Obese
29,Male,191,117,3,Vegan,32.07,Obese
43,Male,191,95,4,Non-Veg,26.04,Overweight
31,Male,152,68,1,Veg,29.43,Overweight
19,Male,197,65,3,Veg,16.75,Underweight
64,Female,160,77,4,Veg,30.08,Obese
56,Female,169,116,2,Veg,40.61,Obese
26,Male,174,46,3,Non-Veg,15.19,Underweight
37,Female,190,114,1,Veg,31.58,Obese
55,Female,179,47,3,Vegan,14.67,Underweight
35,Female,185,108,4,Veg,31.56,Obese
48,Male,194,71,1,Non-Veg,18.86,Normal
43,Female,173,81,4,Vegan,27.06,Overweight
50,Male,161,55,4,Veg,21.22,Normal
55,Female,171,63,4,Non-Veg,21.55,Normal
50,Female,165,108,4,Non-Veg,39.67,Obese
21,Male,177,87,4,Vegan,27.77,Overweight
69,Male,197,63,1,Non-Veg,16.23,Underweight
26,Male,158,71,1,Veg,28.44,Overweight
62,Female,165,62,1,Vegan,22.77,Normal
50,Male,161,50,1,Vegan,19.29,Normal
22,Male,165,62,1,Non-Veg,22.77,Normal
18,Male,157,47,2,Veg,19.07,Normal
22,Male,189,94,1,Vegan,26.32,Overweight
50,Male,167,101,3,Vegan,36.21,Obese
33,Male,187,85,3,Non-Veg,24.31,Normal
60,Male,197,76,2,Non-Veg,19.58,Normal
33,Female,178,60,4,Veg,18.94,Normal
54,Female,176,57,4,Veg,18.4,Underweight
29,Male,152,77,1,Non-Veg,33.33,Obese
67,Female,193,53,1,Non-Veg,14.23,Underweight
67,Male,188,89,1,Non-Veg,25.18,Overweight
63,Male,154,58,3,Vegan,24.46,Normal
56,Female,199,105,3,Vegan,26.51,Overweight
27,Male,162,60,1,Non-Veg,22.86,Normal
54,Male,171,93,1,Non-Veg,31.8,Obese
49,Female,199,87,1,Vegan,21.97,Normal
18,Male,161,48,1,Veg,18.52,Normal
48,Male,190,51,3,Vegan,14.13,Underweight
22,Male,166,74,1,Non-Veg,26.85,Overweight
42,Male,165,110,2,Veg,40.4,Obese
32,Male,162,76,1,Vegan,28.96,Overweight
63,Female,192,80,2,Non-Veg,21.7,Normal
48,Male,178,49,1,Veg,15.47,Underweight
40,Female,152,111,3,Vegan,48.04,Obese
32,Female,152,74,3,Non-Veg,32.03,Obese
28,Male,198,104,2,Veg,26.53,Overweight
46,Female,177,63,3,Vegan,20.11,Normal
32,Male,190,80,1,Veg,22.16,Normal
50,Male,186,58,4,Vegan,16.76,Underweight
69,Male,196,98,4,Non-Veg,25.51,Overweight
36,Male,180,53,1,Veg,16.36,Underweight
31,Male,195,98,2,Vegan,25.77,Overweight
54,Male,176,114,2,Non-Veg,36.8,Obese
62,Male,162,95,2,Vegan,36.2,Obese
18,Female,181,66,4,Veg,20.15,Normal
19,Female,187,92,3,Vegan,26.31,Overweight
34,Male,192,104,4,Non-Veg,28.21,Overweight
21,Male,157,53,2,Non-Veg,21.5,Normal
33,Male,155,103,3,Non-Veg,42.87,Obese
41,Female,193,100,2,Vegan,26.85,Overweight
68,Female,199,85,2,Veg,21.46,Normal
69,Female,151,86,1,Veg,37.72,Obese
29,Male,185,82,1,Non-Veg,23.96,Normal
63,Female,174,105,2,Non-Veg,34.68,Obese
35,Female,165,59,4,Veg,21.67,Normal
60,Female,156,61,2,Non-Veg,25.07,Overweight
68,Male,162,91,3,Non-Veg,34.67,Obese
46,Female,150,73,4,Veg,32.44,Obese
52,Male,159,115,2,Vegan,45.49,Obese
62,Male,159,110,2,Veg,43.51,Obese
61,Female,196,84,3,Non-Veg,21.87,Normal
40,Male,195,57,1,Veg,14.99,Underweight
18,Male,168,104,1,Non-Veg,36.85,Obese
20,Male,190,72,2,Non-Veg,19.94,Normal
61,Male,182,60,3,Veg,18.11,Underweight
58,Female,162,91,4,Veg,34.67,Obese
54,Male,177,74,2,Vegan,23.62,Normal
52,Female,188,104,2,Veg,29.43,Overweight
42,Female,180,103,4,Non-Veg,31.79,Obese
50,Male,192,107,4,Non-Veg,29.03,Overweight
34,Female,188,115,2,Non-Veg,32.54,Obese
52,Female,161,79,3,Veg,30.48,Obese
61,Male,153,69,4,Non-Veg,29.48,Overweight
48,Female,187,107,3,Veg,30.6,Obese
20,Male,171,106,4,Veg,36.25,Obese
31,Male,184,57,3,Vegan,16.84,Underweight
19,Female,196,95,2,Non-Veg,24.73,Normal
24,Male,185,85,2,Non-Veg,24.84,Normal
58,Male,164,104,4,Vegan,38.67,Obese
60,Male,151,99,1,Veg,43.42,Obese
60,Male,180,100,4,Veg,30.86,Obese
23,Female,181,118,2,Non-Veg,36.02,Obese
21,Male,158,51,2,Vegan,20.43,Normal
24,Male,189,47,1,Non-Veg,13.16,Underweight
32,Female,178,96,2,Veg,30.3,Obese
69,Female,187,70,3,Non-Veg,20.02,Normal
34,Female,177,75,1,Non-Veg,23.94,Normal
52,Female,164,62,3,Veg,23.05,Normal
65,Female,197,71,3,Vegan,18.29,Underweight
69,Male,184,72,3,Veg,21.27,Normal
55,Male,161,59,1,Vegan,22.76,Normal
59,Male,168,99,3,Veg,35.08,Obese
61,Male,178,69,3,Vegan,21.78,Normal
45,Male,165,100,2,Vegan,36.73,Obese
20,Male,150,51,1,Veg,22.67,Normal
49,Male,178,70,3,Veg,22.09,Normal
60,Male,187,115,4,Vegan,32.89,Obese
49,Female,169,95,1,Vegan,33.26,Obese
18,Female,176,84,1,Non-Veg,27.12,Overweight
53,Male,172,50,1,Vegan,16.9,Underweight
36,Male,162,73,1,Non-Veg,27.82,Overweight
32,Female,173,67,4,Non-Veg,22.39,Normal
58,Male,198,61,1,Veg,15.56,Underweight
47,Female,195,118,3,Vegan,31.03,Obese
46,Female,185,63,3,Non-Veg,18.41,Underweight
32,Male,187,47,2,Vegan,13.44,Underweight
33,Female,180,115,2,Vegan,35.49,Obese
24,Female,178,68,4,Vegan,21.46,Normal
21,Female,178,88,1,Vegan,27.77,Overweight
46,Female,179,73,2,Vegan,22.78,Normal
43,Male,176,97,2,Vegan,31.31,Obese
60,Male,198,117,1,Veg,29.84,Overweight
59,Male,164,98,3,Veg,36.44,Obese
46,Male,176,71,4,Non-Veg,22.92,Normal
30,Male,178,79,1,Non-Veg,24.93,Normal
25,Male,180,85,2,Non-Veg,26.23,Overweight
38,Female,160,46,2,Veg,17.97,Underweight
19,Female,152,95,4,Vegan,41.12,Obese
67,Female,174,74,2,Non-Veg,24.44,Normal
28,Male,166,70,4,Veg,25.4,Overweight
40,Female,197,64,1,Non-Veg,16.49,Underweight
41,Male,176,46,1,Non-Veg,14.85,Underweight
21,Male,162,79,4,Non-Veg,30.1,Obese
25,Female,155,75,2,Non-Veg,31.22,Obese
61,Male,191,118,3,Vegan,32.35,Obese
49,Female,159,73,1,Vegan,28.88,Overweight
63,Female,186,105,1,Vegan,30.35,Obese
23,Male,193,107,1,Non-Veg,28.73,Overweight
20,Female,173,54,3,Vegan,18.04,Underweight
34,Male,199,70,3,Vegan,17.68,Underweight
50,Female,186,91,3,Vegan,26.3,Overweight
18,Female,161,69,1,Vegan,26.62,Overweight
29,Male,162,45,3,Non-Veg,17.15,Underweight
25,Female,154,83,3,Non-Veg,35.0,Obese
64,Male,170,100,1,Non-Veg,34.6,Obese
24,Male,165,61,4,Non-Veg,22.41,Normal
40,Female,160,78,1,Non-Veg,30.47,Obese
19,Male,172,85,2,Non-Veg,28.73,Overweight
51,Female,164,54,3,Non-Veg,20.08,Normal
46,Male,172,61,4,Veg,20.62,Normal
67,Female,158,80,4,Vegan,32.05,Obese
50,Male,180,114,2,Non-Veg,35.19,Obese
39,Male,165,50,2,Vegan,18.37,Underweight
41,Male,152,96,2,Veg,41.55,Obese
18,Female,192,58,1,Vegan,15.73,Underweight
21,Female,156,54,3,Veg,22.19,Normal
53,Female,175,94,2,Non-Veg,30.69,Obese
33,Female,192,86,1,Non-Veg,23.33,Normal
39,Female,168,110,3,Veg,38.97,Obese
36,Female,174,62,3,Veg,20.48,Normal
38,Male,188,112,1,Vegan,31.69,Obese
49,Female,194,105,4,Vegan,27.9,Overweight
51,Male,161,46,2,Veg,17.75,Underweight
22,Female,171,49,3,Veg,16.76,Underweight
26,Male,171,71,2,Non-Veg,24.28,Normal
59,Male,159,50,2,Veg,19.78,Normal
22,Female,155,107,3,Vegan,44.54,Obese
64,Male,199,48,4,Vegan,12.12,Underweight
65,Female,184,118,2,Non-Veg,34.85,Obese
60,Female,165,103,1,Vegan,37.83,Obese
51,Male,180,85,1,Vegan,26.23,Overweight
47,Male,180,63,2,Vegan,19.44,Normal
46,Male,150,112,4,Non-Veg,49.78,Obese
43,Female,168,99,3,Veg,35.08,Obese
23,Male,157,95,3,Veg,38.54,Obese
41,Male,196,99,4,Veg,25.77,Overweight
60,Male,178,54,4,Veg,17.04,Underweight
24,Male,159,75,4,Non-Veg,29.67,Overweight
34,Female,186,106,2,Veg,30.64,Obese
33,Female,173,73,4,Vegan,24.39,Normal
49,Female,184,77,2,Veg,22.74,Normal
30,Female,186,108,1,Vegan,31.22,Obese
42,Female,188,54,4,Vegan,15.28,Underweight
33,Male,178,56,1,Non-Veg,17.67,Underweight
65,Male,196,56,1,Non-Veg,14.58,Underweight
51,Male,194,79,3,Veg,20.99,Normal
43,Male,174,103,3,Vegan,34.02,Obese
39,Male,155,96,3,Veg,39.96,Obese
24,Male,178,76,1,Vegan,23.99,Normal
22,Female,153,62,3,Veg,26.49,Overweight
67,Female,173,110,1,Non-Veg,36.75,Obese
32,Male,152,81,1,Veg,35.06,Obese
20,Male,184,96,3,Non-Veg,28.36,Overweight
35,Female,185,77,4,Non-Veg,22.5,Normal
65,Female,166,84,3,Veg,30.48,Obese
25,Female,180,103,2,Vegan,31.79,Obese
61,Male,159,83,4,Veg,32.83,Obese
65,Male,156,98,2,Non-Veg,40.27,Obese
28,Male,178,118,1,Veg,37.24,Obese
53,Female,159,100,3,Veg,39.56,Obese
26,Male,182,78,1,Veg,23.55,Normal
24,Female,168,50,2,Vegan,17.72,Underweight
28,Male,161,105,2,Non-Veg,40.51,Obese
30,Female,170,118,4,Non-Veg,40.83,Obese
53,Female,173,113,1,Veg,37.76,Obese
29,Female,184,84,2,Non-Veg,24.81,Normal
67,Male,194,53,2,Non-Veg,14.08,Underweight
64,Male,161,45,4,Non-Veg,17.36,Underweight
55,Male,168,75,3,Vegan,26.57,Overweight
40,Female,167,70,1,Non-Veg,25.1,Overweight
35,Male,172,47,3,Veg,15.89,Underweight
44,Female,193,107,3,Vegan,28.73,Overweight
42,Female,173,116,1,Non-Veg,38.76,Obese
54,Female,168,97,4,Veg,34.37,Obese
53,Female,188,106,2,Non-Veg,29.99,Overweight
22,Female,194,86,2,Veg,22.85,Normal
21,Female,173,119,1,Non-Veg,39.76,Obese
38,Male,175,92,4,Veg,30.04,Obese
44,Female,175,77,3,Vegan,25.14,Overweight
23,Female,157,115,2,Veg,46.66,Obese
31,Female,192,117,2,Veg,31.74,Obese
29,Female,155,63,3,Veg,26.22,Overweight
46,Female,174,108,4,Veg,35.67,Obese
33,Female,165,50,1,Veg,18.37,Underweight
21,Female,177,82,1,Veg,26.17,Overweight
31,Male,171,95,1,Veg,32.49,Obese
69,Male,179,101,3,Non-Veg,31.52,Obese
52,Female,179,86,3,Vegan,26.84,Overweight
41,Male,188,116,3,Non-Veg,32.82,Obese
30,Male,173,56,1,Non-Veg,18.71,Normal
48,Female,171,88,4,Veg,30.09,Obese
42,Female,195,51,1,Non-Veg,13.41,Underweight
41,Male,168,53,4,Vegan,18.78,Normal
53,Female,189,68,4,Vegan,19.04,Normal
22,Male,191,89,1,Non-Veg,24.4,Normal
31,Male,178,50,3,Veg,15.78,Underweight
35,Male,193,82,3,Veg,22.01,Normal
21,Male,193,91,3,Vegan,24.43,Normal
44,Female,175,96,3,Vegan,31.35,Obese
33,Male,152,113,4,Non-Veg,48.91,Obese
49,Female,196,114,3,Non-Veg,29.68,Overweight
53,Female,154,76,4,Veg,32.05,Obese
30,Male,160,97,4,Veg,37.89,Obese
57,Female,173,72,2,Veg,24.06,Normal
20,Female,176,106,3,Veg,34.22,Obese
62,Male,177,69,2,Veg,22.02,Normal
61,Female,182,90,2,Non-Veg,27.17,Overweight
18,Female,167,51,3,Veg,18.29,Underweight
68,Male,162,117,4,Vegan,44.58,Obese
52,Female,182,60,4,Veg,18.11,Underweight
40,Male,180,84,1,Non-Veg,25.93,Overweight
31,Male,179,97,3,Vegan,30.27,Obese
44,Male,165,50,3,Veg,18.37,Underweight
61,Female,165,56,4,Veg,20.57,Normal
57,Male,178,66,1,Non-Veg,20.83,Normal
56,Male,178,89,1,Veg,28.09,Overweight
41,Male,185,57,3,Veg,16.65,Underweight
24,Female,186,80,4,Veg,23.12,Normal
57,Male,189,71,1,Non-Veg,19.88,Normal
21,Female,170,77,3,Veg,26.64,Overweight
58,Male,193,95,3,Vegan,25.5,Overweight
33,Female,178,103,2,Veg,32.51,Obese
34,Male,171,68,1,Veg,23.26,Normal
38,Male,199,55,4,Vegan,13.89,Underweight
59,Male,154,92,1,Veg,38.79,Obese
38,Female,184,64,3,Veg,18.9,Normal
30,Male,161,106,3,Veg,40.89,Obese
54,Female,156,70,2,Veg,28.76,Overweight
44,Female,170,75,1,Veg,25.95,Overweight
56,Male,184,93,3,Veg,27.47,Overweight
54,Male,191,91,4,Veg,24.94,Normal
31,Female,169,78,4,Veg,27.31,Overweight
41,Female,154,74,4,Vegan,31.2,Obese
57,Male,185,82,4,Vegan,23.96,Normal
63,Male,161,88,4,Vegan,33.95,Obese
46,Male,192,93,1,Vegan,25.23,Overweight
31,Female,193,59,2,Vegan,15.84,Underweight
21,Male,172,97,4,Vegan,32.79,Obese
26,Male,192,87,3,Veg,23.6,Normal
59,Female,154,49,3,Vegan,20.66,Normal
58,Female,165,85,2,Non-Veg,31.22,Obese
21,Male,151,111,2,Veg,48.68,Obese
23,Male,167,113,1,Non-Veg,40.52,Obese
35,Male,152,117,4,Vegan,50.64,Obese
66,Male,172,78,1,Veg,26.37,Overweight
22,Male,196,47,3,Vegan,12.23,Underweight
55,Female,173,75,1,Vegan,25.06,Overweight
62,Male,160,81,1,Veg,31.64,Obese
34,Female,150,47,3,Non-Veg,20.89,Normal
48,Female,172,74,2,Veg,25.01,Overweight
39,Male,190,100,1,Non-Veg,27.7,Overweight
37,Male,196,97,1,Veg,25.25,Overweight
19,Female,168,106,2,Non-Veg,37.56,Obese
29,Female,176,73,3,Non-Veg,23.57,Normal
18,Female,192,101,3,Vegan,27.4,Overweight
35,Female,183,104,2,Vegan,31.05,Obese
25,Male,196,66,1,Veg,17.18,Underweight
55,Female,194,79,3,Vegan,20.99,Normal
36,Female,176,59,3,Vegan,19.05,Normal
43,Male,173,48,1,Veg,16.04,Underweight
66,Female,186,92,3,Veg,26.59,Overweight
29,Male,160,88,3,Non-Veg,34.37,Obese
61,Female,163,78,1,Veg,29.36,Overweight
21,Female,175,60,2,Veg,19.59,Normal
19,Male,168,50,3,Vegan,17.72,Underweight
69,Male,157,54,3,Non-Veg,21.91,Normal
46,Male,172,67,2,Non-Veg,22.65,Normal
36,Female,175,54,3,Vegan,17.63,Underweight
19,Male,156,99,4,Vegan,40.68,Obese
27,Male,177,72,3,Veg,22.98,Normal
40,Female,162,87,3,Vegan,33.15,Obese
34,Female,199,72,3,Non-Veg,18.18,Underweight
39,Male,186,83,2,Veg,23.99,Normal
61,Female,189,56,2,Vegan,15.68,Underweight
45,Female,171,111,3,Vegan,37.96,Obese
34,Female,190,54,2,Non-Veg,14.96,Underweight
50,Female,193,81,1,Vegan,21.75,Normal
32,Female,179,84,1,Non-Veg,26.22,Overweight
61,Female,183,92,1,Vegan,27.47,Overweight
59,Male,157,77,4,Veg,31.24,Obese
45,Male,197,80,1,Veg,20.61,Normal
19,Male,193,74,4,Vegan,19.87,Normal
66,Female,173,68,2,Vegan,22.72,Normal
30,Male,157,118,4,Veg,47.87,Obese
24,Female,177,46,1,Vegan,14.68,Underweight
25,Male,170,79,3,Non-Veg,27.34,Overweight
32,Female,161,108,1,Vegan,41.67,Obese
22,Male,196,46,4,Veg,11.97,Underweight
34,Female,177,98,2,Vegan,31.28,Obese
53,Female,174,92,3,Vegan,30.39,Obese
47,Male,179,75,1,Non-Veg,23.41,Normal
60,Female,170,45,1,Veg,15.57,Underweight
38,Female,158,61,3,Veg,24.44,Normal
48,Male,171,56,4,Vegan,19.15,Normal
23,Male,165,49,1,Non-Veg,18.0,Underweight
57,Female,193,107,2,Non-Veg,28.73,Overweight
69,Female,175,97,1,Veg,31.67,Obese
36,Male,157,67,1,Non-Veg,27.18,Overweight
52,Male,184,102,1,Veg,30.13,Obese
49,Female,181,96,4,Non-Veg,29.3,Overweight
37,Male,167,45,2,Veg,16.14,Underweight
46,Male,193,50,4,Vegan,13.42,Underweight
67,Female,195,116,4,Non-Veg,30.51,Obese
31,Male,190,84,2,Veg,23.27,Normal
24,Female,156,71,2,Non-Veg,29.17,Overweight
61,Male,182,88,4,Veg,26.57,Overweight
64,Female,156,76,4,Vegan,31.23,Obese
56,Male,173,114,4,Vegan,38.09,Obese
55,Female,165,119,4,Veg,43.71,Obese
23,Female,182,97,4,Vegan,29.28,Overweight
29,Female,176,82,2,Non-Veg,26.47,Overweight
62,Male,162,74,1,Veg,28.2,Overweight
58,Female,162,78,4,Non-Veg,29.72,Overweight
42,Female,185,62,1,Vegan,18.12,Underweight
59,Female,181,65,2,Veg,19.84,Normal
66,Female,162,99,1,Veg,37.72,Obese
41,Female,163,90,4,Vegan,33.87,Obese
54,Male,177,90,1,Non-Veg,28.73,Overweight
24,Male,175,90,2,Non-Veg,29.39,Overweight
28,Female,170,107,4,Vegan,37.02,Obese
45,Male,178,62,3,Vegan,19.57,Normal
30,Female,196,49,3,Vegan,12.76,Underweight
28,Male,196,91,3,Vegan,23.69,Normal
30,Female,198,77,1,Non-Veg,19.64,Normal
32,Female,193,102,4,Non-Veg,27.38,Overweight
23,Female,174,59,4,Non-Veg,19.49,Normal
51,Male,180,100,4,Vegan,30.86,Obese
69,Male,190,116,2,Veg,32.13,Obese
40,Male,161,101,2,Veg,38.96,Obese
21,Female,199,92,3,Non-Veg,23.23,Normal
47,Male,157,56,1,Non-Veg,22.72,Normal
43,Female,151,99,4,Non-Veg,43.42,Obese
